gfst_name,gfst_classes
contra,"class contra(GeneralSemanticType):
    def __init__(self):
        self.description = 'A score representing the level of contraception use'
        self.format = 'Contraception scores should be integers'
        self.examples = [4, 4, 4, 4, 4]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise Exception(""Invalid value for contraception score. Expected an integer."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 0 <= casted_val <= 4:
            return True
        else:
            raise Exception(""Invalid value for contraception score. Expected an integer between 0 and 4."")"
prophylaxis,"class prophylaxis(GeneralSemanticType):
    def __init__(self):
        self.description = 'A score representing the level of prophylaxis use'
        self.format = 'Prophylaxis scores should be integers'
        self.examples = [6, 6, 6, 6, 5]
    
    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise Exception('The provided value is not valid. It must be an integer.')
    
    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 0 <= casted_val <= 6:
            return True
        else:
            return False"
antenatal,"class antenatal(GeneralSemanticType):
    def __init__(self):
        self.description = 'A score representing the level of antenatal care'
        self.format = 'Antenatal scores should be integers'
        self.examples = [11, 10, 11, 11, 10]

    def super_cast(self, val):
        try:
            return int(val)
        except Exception as e:
            return np.nan

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 0 <= casted_val <= 12:
            return True
        else:
            return False"
province,"class province(GeneralSemanticType):

    def __init__(self):
        self.description = ""Province names""
        self.format = ""Capitalized string""
        self.examples = ['DKI Jakarta', 'Jawa Barat', 'Jawa Timur', 'Sulawesi Selatan', 'Jawa Tengah']

    def super_cast(self, val):
        return str(val).title()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str) and casted_val.istitle():
            return True
        else:
            return False"
donationamount,"class donationamount(GeneralSemanticType):

    def __init__(self):
        self.description = 'The donation amount'
        self.format = 'Donation amount should be formatted as a floating point number (in EUR units) with two decimal places for cents'
        self.examples = [0.0, 10.5, 1.3, 10000.0, 8998.0]
        
    def super_cast(self, val):
        if pd.isnull(val):
            return float('nan')
        elif isinstance(val, str) and val.isdigit():
            return round(float(val), 2)
        else:
            return round(float(val), 2)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if not pd.isnull(casted_val) and 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
numericidentifier,"class numericidentifier(GeneralSemanticType):
    def __init__(self):
        self.description = ""Numeric ID""
        self.format = ""Integer""
        self.examples = [100, 200, 300, 400, 500]
    
    def super_cast(self, val):
        if pd.isnull(val):
            return float('nan')
        else:
            return int(val)
    
    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 100 and casted_val <= 800:
            return True
        else:
            return False"
dayofweek,"class dayofweek(GeneralSemanticType):
    def __init__(self):
        self.description = 'Day of the week'
        self.format = 'In string format and capitalized'
        self.examples = ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']

    def super_cast(self, val):
        if isinstance(val, int):
            days = ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']
            if 1 <= val <= 7:
                return days[val - 1]
            else:
                return 'Invalid Day'
        elif isinstance(val, str):
            return val.capitalize()
        else:
            return 'Invalid Input'

    def validate(self, val):
        casted_val = self.super_cast(val)
        valid_values = ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']
        if casted_val in valid_values:
            return True
        else:
            return False"
treatmentgroup,"class treatmentgroup(GeneralSemanticType):
    def __init__(self):
        self.description = 'Treatment group'
        self.format = 'Treatment group should be a string'
        self.examples = ['france', 'un', 'control']

    def super_cast(self, val):
        return str(val).lower()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['france', 'un', 'control']:
            return True
        else:
            return False"
entityidentifier,"class entityidentifier(GeneralSemanticType):

    def __init__(self):
        self.description = 'Unique entity identifier'
        self.format = 'Entity ID should be a non-negative integer'
        self.examples = [1, 3, 4, 5, 6]

    def super_cast(self, val):
        try:
            val = int(val)
            if val < 1:
                raise ValueError('Entity ID must be a non-negative integer')
            return val
        except ValueError:
            return 'Invalid value'

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val > 0:
            return True
        else:
            return False"
specificityindex,"class specificityindex(GeneralSemanticType):
    def __init__(self):
        self.description = 'Specificity Index'
        self.format = 'Specificity Index should be a non-negative floating point number'
        self.examples = [np.nan, 4.0, 6.0, 1.0, 7.0]
        
    def super_cast(self, val):
        try:
            val = float(val)
            if math.isnan(val) or val < 0:
                return np.nan
            return val
        except ValueError:
            return np.nan
    
    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 0 or np.isnan(casted_val):
            return True
        else:
            return False"
